strategy_id,asset,family,gross_sr,net_sr_18bp,trades_yr,cost_drag_pct,T
SOL_sma_100_300,SOL,sma_cross,0.9136113097554237,0.9103387485200282,0.5727272727272728,0.12675923628015345,2200
SOL_rsi_2_20_50,SOL,rsi_meanrev,0.7700928396746629,0.5218965036660512,58.647272727272735,12.821994516779553,2200
SOL_rsi_2_20_60,SOL,rsi_meanrev,0.628067737427183,0.4315060508836096,49.48363636363637,19.16785836733858,2200
SOL_rsi_2_20_70,SOL,rsi_meanrev,0.5953496143619275,0.4529129039996198,38.48727272727273,16.822338695113768,2200
SOL_rsi_2_25_50,SOL,rsi_meanrev,0.7979423128437978,0.545041645950361,60.938181818181825,11.496074611557889,2200
SOL_rsi_2_25_60,SOL,rsi_meanrev,0.6652919481608349,0.46461556632171536,51.08727272727273,16.332905889715782,2200
SOL_rsi_2_25_70,SOL,rsi_meanrev,0.6532719218054959,0.5080621824926285,39.403636363636366,12.649298953272151,2200
SOL_rsi_2_30_50,SOL,rsi_meanrev,0.8519740922025746,0.5897826839835748,63.91636363636364,9.410516980983706,2200
SOL_rsi_2_30_60,SOL,rsi_meanrev,0.6980283418274688,0.4936770847477589,52.46181818181819,14.21230120913263,2200
SOL_rsi_2_30_70,SOL,rsi_meanrev,0.6746747527849659,0.5278565783556141,40.09090909090909,11.466326843983573,2200
SOL_rsi_5_20_50,SOL,rsi_meanrev,-0.09374861922866534,-0.19368770511057248,18.327272727272728,28800.0,2200
SOL_rsi_5_20_60,SOL,rsi_meanrev,-0.04829075108285764,-0.13297339575427963,16.952727272727273,26640.000000000004,2200
SOL_rsi_5_20_70,SOL,rsi_meanrev,-0.010705998887556212,-0.08847683026784095,16.265454545454546,25560.0,2200
SOL_rsi_5_25_50,SOL,rsi_meanrev,0.023198134440818533,-0.09058617349543494,21.763636363636365,34200.0,2200
SOL_rsi_5_25_60,SOL,rsi_meanrev,0.03355389698411577,-0.060636019037452756,19.701818181818183,30959.999999999996,2200
SOL_rsi_5_25_70,SOL,rsi_meanrev,0.09367017602672334,0.009844608459272958,18.55636363636364,29159.999999999996,2200
SOL_rsi_5_30_50,SOL,rsi_meanrev,0.11258018263011457,-0.01668916177437005,26.345454545454547,41400.0,2200
SOL_rsi_5_30_60,SOL,rsi_meanrev,0.11479748798544412,0.011240909114971798,22.90909090909091,36000.0,2200
SOL_rsi_5_30_70,SOL,rsi_meanrev,0.05687996392420954,-0.030500310208492153,20.38909090909091,32040.000000000004,2200
SOL_rsi_14_20_50,SOL,rsi_meanrev,-0.1993280943944549,-0.22626995809722794,3.4363636363636365,5399.999999999999,2200
SOL_rsi_14_20_60,SOL,rsi_meanrev,-0.24986986732349137,-0.2712829529554814,3.2072727272727275,5040.0,2200
SOL_rsi_14_20_70,SOL,rsi_meanrev,-0.19465489702277006,-0.20729792158143934,2.52,3959.9999999999995,2200
SOL_rsi_14_25_50,SOL,rsi_meanrev,-0.30119505206978836,-0.3309872873996812,4.123636363636364,6480.0,2200
SOL_rsi_14_25_60,SOL,rsi_meanrev,-0.29339472211359624,-0.31777502228346893,3.894545454545455,6120.0,2200
SOL_rsi_14_25_70,SOL,rsi_meanrev,-0.2435482384418577,-0.2580356055657238,2.9781818181818185,4680.0,2200
SOL_rsi_14_30_50,SOL,rsi_meanrev,-0.12104557200216308,-0.15450596159389127,5.7272727272727275,9000.000000000002,2200
SOL_rsi_14_30_60,SOL,rsi_meanrev,-0.10060222445361151,-0.12944638914648476,5.498181818181819,8640.0,2200
SOL_rsi_14_30_70,SOL,rsi_meanrev,-0.05843723882791892,-0.07593696158135457,4.123636363636364,6480.0,2200
SOL_rsi_21_20_50,SOL,rsi_meanrev,-0.2882925448311868,-0.30203142387052223,1.832727272727273,2879.9999999999995,2200
SOL_rsi_21_20_60,SOL,rsi_meanrev,-0.09891513239594113,-0.10777122034097891,1.832727272727273,2879.9999999999995,2200
SOL_rsi_21_20_70,SOL,rsi_meanrev,0.10874646236990688,0.10042816910758647,1.832727272727273,2879.9999999999995,2200
SOL_rsi_21_25_50,SOL,rsi_meanrev,-0.35617680490962816,-0.3719148141504866,2.290909090909091,3600.0,2200
